date,work from home,isPartial
2021-02-21,67,False
2021-02-22,63,False
2021-02-23,75,False
2021-02-24,73,False
2021-02-25,76,False
2021-02-26,59,False
2021-02-27,42,False
2021-02-28,100,False
2021-03-01,51,False
